istasyon_adi,lat,lon,brand,has_lpg,has_charge
SULARBAŞI MAHALLESI PETROL OFISI,39.228272,37.385107,Petrol Ofisi,False,False
SUŞEHRİ 1 PETROL OFISI,40.1629,38.0858,Petrol Ofisi,False,False
SUŞEHRI YOLU PETROL OFISI,40.170033,38.112347,Petrol Ofisi,False,False
TAŞLIDERE PETROL OFISI,39.58359,37.03076,Petrol Ofisi,False,False
ULAŞ PETROL OFISI,39.450465,37.025797,Petrol Ofisi,False,False
XXX,39.75426,37.035676,Petrol Ofisi,False,False
ZARA PETROL OFISI,39.892415,37.747023,Petrol Ofisi,False,False
ADABÜK PETROL OFISI,40.951036,38.717745,Petrol Ofisi,False,False
ALMAN ÇEŞMESI PETROL OFISI,40.911747,38.424057,Petrol Ofisi,False,False
BOZATLIOĞLU,40.9295864,38.1748637,Petrol Ofisi,False,False
BÜKALTI SOKAĞI PETROL OFISI,40.983652,38.771657,Petrol Ofisi,False,False
DEMIRCILI MAHALLESI PETROL OFISI,41.006795,38.857157,Petrol Ofisi,False,False
DERELI PETROL OFISI,40.746815,38.447043,Petrol Ofisi,False,False
DERELIYOLU,40.9038,38.4438093,Petrol Ofisi,False,False
FATIH CADDESI PETROL OFISI,40.9385501,38.2246958,Petrol Ofisi,False,False
GÖRELE PETROL OFİSİ,41.031062,39.016914,Petrol Ofisi,False,False
GÜNEY MEVKII PETROL OFISI,40.820691,38.912516,Petrol Ofisi,False,False
GÜRE PETROL OFISI,40.916617,38.331095,Petrol Ofisi,False,False
İSMETPAŞA PETROL OFSI,40.940062,38.239168,Petrol Ofisi,False,False
KEŞAP PETROL OFISI,40.916897,38.520682,Petrol Ofisi,False,False
KÖRLIMAN PETROL OFISI,41.005618,38.842668,Petrol Ofisi,False,False
KURTULUŞ MAHALLESI PETROL OFISI,40.134742,38.735636,Petrol Ofisi,False,False
Ş.KARAHİSAR-FATIH MAHALLESI PETROL OFISI,40.291195,38.424086,Petrol Ofisi,False,False
TIREBOLU MERKEZ,41.0060073,38.8385086,Petrol Ofisi,False,False
UZUNCAKUM PETROL OFSI,40.917534,38.467819,Petrol Ofisi,False,False
ADALYA,36.8945476,30.7154755,Petrol Ofisi,False,False
ADRASAN,36.3959666,30.4047134,Petrol Ofisi,False,False
ADRASAN PETROL OFISI,36.388153,30.391615,Petrol Ofisi,False,False
AKÇAY PETROL OFISI,36.606841,29.757541,Petrol Ofisi,False,False
AKDENIZ BULVARI,37.0499417,30.6214303,Petrol Ofisi,False,False
AKSEKI PETROL OFISI,36.99832,31.759565,Petrol Ofisi,False,False
AKSU,36.9606107,30.82499,Petrol Ofisi,False,False
AKSU GIRIŞ PETROL OFISI,36.942927,30.901446,Petrol Ofisi,False,False
ALANYA,36.532967,32.0456548,Petrol Ofisi,False,False
ALANYA - KESTEL PETROL OFISI,36.515747,32.063277,Petrol Ofisi,False,False
ALANYA ÇEVREYOLU,36.5569005,31.9838959,Petrol Ofisi,False,False
ALARA,36.669244,31.6475442,Petrol Ofisi,False,False
ANTALYA ÇEVREYOLU,36.9079766,30.7459013,Petrol Ofisi,False,False
ANTALYA HAVAALANI,36.907704,30.8161155,Petrol Ofisi,False,False
ANTALYA ORGANIZE,36.9894737,30.6288644,Petrol Ofisi,False,False
ANTALYA OTOGAR,36.9111981,30.6647221,Petrol Ofisi,False,False
ASPENDOS,36.9002214,31.2068228,Petrol Ofisi,False,False
BELEK,36.9212884,31.0404006,Petrol Ofisi,False,False
BELEK MERKEZ,36.8749193,31.0531831,Petrol Ofisi,False,False
ÇAKIRLAR PETROL OFISI,36.877669,30.568525,Petrol Ofisi,False,False
ÇALKAYA,36.9349745,30.8144919,Petrol Ofisi,False,False
ÇALKAYA PETROL OFİSİ,36.946098,30.859087,Petrol Ofisi,False,False
ÇAMYUVA PETROL OFISI,36.557242,30.551515,Petrol Ofisi,False,False
ÇIĞLIK PETROL OFISI,37.035842,30.555302,Petrol Ofisi,False,False
CIKCILLI PETROL OFISI,36.549936,32.022647,Petrol Ofisi,False,False
DAMLATAŞ,36.5455527,31.9922183,Petrol Ofisi,False,False
DEMRE,36.2393091,29.9876845,Petrol Ofisi,False,False
DEMRE MERKEZ PETROL OFISI,36.2459884,29.9869792,Petrol Ofisi,False,False
DEMRE PETROL OFISI,36.238504,29.994649,Petrol Ofisi,False,False
DOĞANÇAM PETROL OFİSİ,36.7639587,31.5063216,Petrol Ofisi,False,False
DOĞU GARAJI PETROL OFISI,36.890519,30.710891,Petrol Ofisi,False,False
DOKUMA PETROL OFISI,36.919185,30.671814,Petrol Ofisi,False,False
DÖŞEMEALTI,37.0281289,30.6267354,Petrol Ofisi,False,False
DÜZLERÇAMI 1 PETROL OFISI,36.97793,30.576518,Petrol Ofisi,False,False
ELMALI 1 PETROL OFISI,36.702231,29.917539,Petrol Ofisi,False,False
ELMALI 2 PETROL OFISI,36.7487853,29.9569875,Petrol Ofisi,False,False
ELMALI 4 PETROL OFISI,36.633215,29.797088,Petrol Ofisi,False,False
ESKIHISAR PETROL OFISI,36.778851,29.815406,Petrol Ofisi,False,False
FALEZ,36.8860016,30.6659167,Petrol Ofisi,False,False
FINIKE,36.3162308,30.2121369,Petrol Ofisi,False,False
FINIKE MERKEZ,36.3146762,30.1594114,Petrol Ofisi,False,False
FINIKE MERKEZ PETROL OFISI,36.301256,30.142502,Petrol Ofisi,False,False
FINIKE PETROL OFISI,36.34533,30.128287,Petrol Ofisi,False,False
GAZI BULVARI,36.9121404,30.7343643,Petrol Ofisi,False,False
GAZI BULVARI 1 PETROL OFISI,36.910099,30.696617,Petrol Ofisi,False,False
GAZI BULVARI 2 PETROL OFISI,36.912169,30.73484,Petrol Ofisi,False,False
GAZIPAŞA,36.2522472,32.3379435,Petrol Ofisi,False,False
GAZIPAŞA 1 PETROL OFISI,36.270316,32.313242,Petrol Ofisi,False,False
GAZIPAŞA 2 PETROL OFISI,36.26209,32.319936,Petrol Ofisi,False,False
GÜZELOBA PETROL OFISI,36.861572,30.786649,Petrol Ofisi,False,False
HAL PETROL OFISI,36.919407,30.744361,Petrol Ofisi,False,False
HÖYÜK PETROL OFISI,37.113388,30.610813,Petrol Ofisi,False,False
ILICA 1 PETROL OFISI,36.8173,31.3612,Petrol Ofisi,False,False
ILICA 2 PETROL OFISI,36.81486,31.366363,Petrol Ofisi,False,False
ILICAKÖY PETROL OFISI,37.154148,30.638995,Petrol Ofisi,False,False
İNCEKUM PETROL OFISI,36.642723,31.734314,Petrol Ofisi,False,False
KALKAN PETROL OFISI,36.271904,29.412475,Petrol Ofisi,False,False
KARAÖZ PETROL OFISI,37.218434,30.790546,Petrol Ofisi,False,False
KARYAĞDI PETROL OFİSİ,36.728767,29.899391,Petrol Ofisi,False,False
KAŞ,36.2163551,29.6814606,Petrol Ofisi,False,False
KAŞ - YEŞILKÖY PETROL OFISI,36.289417,29.349442,Petrol Ofisi,False,False
KAŞ PETROL OFISI,36.201769,29.638643,Petrol Ofisi,False,False
KASABA PETROL OFISI,36.305935,29.731495,Petrol Ofisi,False,False
KEMER MERKEZ,36.6230821,30.551745,Petrol Ofisi,False,False
KEMERYOLU,36.8433554,30.5977254,Petrol Ofisi,False,False
KEPEZ - OTOGAR PETROL OFISI,36.919208,30.663153,Petrol Ofisi,False,False
KEPEZ MERKEZ,36.9144388,30.6961312,Petrol Ofisi,False,False
KEPEZ ÜZERI PETROL OFISI,36.956766,30.623982,Petrol Ofisi,False,False
KIRCAMI,36.8756561,30.7336166,Petrol Ofisi,False,False
KIRIŞ PETROL OFISI,36.577367,30.555756,Petrol Ofisi,False,False
KIZILCADAĞ PETROL OFISI,37.01265,29.952413,Petrol Ofisi,False,False
KIZILOT,36.726904,31.5488831,Petrol Ofisi,False,False
KIZLARPINARI PETROL OFISI,36.55654,31.97659,Petrol Ofisi,False,False
KONAKLI PETROL OFISI,36.584803,31.889814,Petrol Ofisi,False,False
KONYAALTI LIMAN,36.8474175,30.6096543,Petrol Ofisi,False,False
KONYAALTI PETROL OFISI,36.860218,30.634849,Petrol Ofisi,False,False
KORKUTELI,37.0157155,30.3320547,Petrol Ofisi,False,False
KORKUTELI 1 PETROL OFISI,37.085618,30.20313,Petrol Ofisi,False,False
KORKUTELI 2 PETROL OFISI,37.122726,30.228393,Petrol Ofisi,False,False
KORKUTELI MERKEZ PETROL OFISI,37.064323,30.196319,Petrol Ofisi,False,False
KUMLUCA - HAL PETROL OFISI,36.377259,30.288235,Petrol Ofisi,False,False
KUMLUCA MEZKER PETROL OFISI,36.367437,30.283795,Petrol Ofisi,False,False
LARA,36.8519059,30.7696053,Petrol Ofisi,False,False
MAHMUTLAR PETROL OFISI,36.483151,32.099477,Petrol Ofisi,False,False
MANAVGAT,36.791357,31.4132203,Petrol Ofisi,False,False
MANAVGAT - MERKEZ PETROL OFISI,36.792482,31.415293,Petrol Ofisi,False,False
MANAVGAT - SORGUN PETROL OFISI,36.770795,31.425378,Petrol Ofisi,False,False
MANAVGAT ŞELALE,36.8134622,31.4524643,Petrol Ofisi,False,False
MISIR ÇARŞISI PETROL OFISI,36.916336,30.715343,Petrol Ofisi,False,False
MURATPAŞA - ALTINOVA PETROL OFISI,36.910444,30.772385,Petrol Ofisi,False,False
MURATPAŞA - GAZİ BULVARI PETROL OFİSİ,36.908699,30.691608,Petrol Ofisi,False,False
NARENCIYE PETROL OFISI,36.881507,30.720077,Petrol Ofisi,False,False
OBA MAHALLESI,36.5356782,32.0464921,Petrol Ofisi,False,False
OBA PETROL OFISI,36.536715,32.04359,Petrol Ofisi,False,False
OKURCULAR PETROL OFISI,36.65569,31.670502,Petrol Ofisi,False,False
ORGANIZE SANAYI PETROL OFISI,37.038303,30.62556,Petrol Ofisi,False,False
OVA PETROL OFISI,36.3107,29.3302,Petrol Ofisi,False,False
PAYALLAR 1 PETROL OFISI,36.593083,31.841632,Petrol Ofisi,False,False
PAYALLAR 2 PETROL OFISI,36.612622,31.860324,Petrol Ofisi,False,False
PERGE,36.939961,30.9244416,Petrol Ofisi,False,False
PHASELIS,36.6230818,30.5527618,Petrol Ofisi,False,False
PINARLI PETROL OFISI,36.936767,30.815297,Petrol Ofisi,False,False
SAKARYA BULVARI,36.9188702,30.6978382,Petrol Ofisi,False,False
SARILAR PETROL OFISI,36.806763,31.430081,Petrol Ofisi,False,False
ŞELALE,36.9399418,30.7100972,Petrol Ofisi,False,False
SERIK 1 PETROL OFISI,36.912325,31.102148,Petrol Ofisi,False,False
SIDE,36.7929726,31.4153281,Petrol Ofisi,False,False
SIDE PETROL OFISI,36.788159,31.400966,Petrol Ofisi,False,False
SILVER HILL EMLAK YATIRIM,36.5456509,32.022965,Petrol Ofisi,False,False
SÜTÇÜLER,36.9422155,30.7413632,Petrol Ofisi,False,False
TAŞAĞIL,36.8908456,31.2240377,Petrol Ofisi,False,False
TURİSTİK PETROL OFİSİ,36.8926324,30.6939584,Petrol Ofisi,False,False
TURIZM YOLU PETROL OFISI,36.902778,30.8175,Petrol Ofisi,False,False
TURUNÇOVA PETROL OFSI,36.4521,30.1314,Petrol Ofisi,False,False
ULUALAN,36.7673809,31.4971226,Petrol Ofisi,False,False
VARSAK PETROL OFİSİ,36.948,30.7067,Petrol Ofisi,False,False
YUKARIKOCAYATAK PETROL OFISI,36.934727,30.961662,Petrol Ofisi,False,False
ADANA GIRIŞI KARATAŞ PETROL OFISI,36.845725,35.339899,Petrol Ofisi,False,False
ADANA ORGANIZE,36.9681048,35.5643799,Petrol Ofisi,False,False
ADANA OTOBAN GÜNEY PETROL OFISI,37.003313,35.702415,Petrol Ofisi,False,False
ADANA OTOBAN KUZEY PETROL OFISI,37.005,35.7047,Petrol Ofisi,False,False
ALPARSLAN TÜRKEŞ PETROL OFISI,37.007962,35.307966,Petrol Ofisi,False,False
ARSLANDAMI,36.9962228,35.2548733,Petrol Ofisi,False,False
ASRİ MEZARLIK PETROL OFİSİ,36.9859082,35.3596379,Petrol Ofisi,False,False
BURUK,37.069641,35.4548552,Petrol Ofisi,False,False
BURUK MEZARLIĞI PETROL OFISI,37.0402,35.4279,Petrol Ofisi,False,False
CEMALPAŞA PETROL OFISI,37.005836,35.330289,Petrol Ofisi,False,False
CEYHAN YENI SANAYI PETROL OFISI,37.04033,35.815772,Petrol Ofisi,False,False
ÇUKUROVA,37.0403811,35.3026342,Petrol Ofisi,False,False
EKTIREN PETROL,36.9671127,35.5743739,Petrol Ofisi,False,False
ESKI BARAJ,37.0138098,35.3269455,Petrol Ofisi,False,False
GÜRÇELİK AKARYAKIT OTOMOTİV GIDA TARIM HAYVANCILIK İNŞAAT EM,37.040806,35.394194,Petrol Ofisi,False,False
HANEDAN,36.9888166,35.3204341,Petrol Ofisi,False,False
HAVAALANI PETROL OFISI,36.993753,35.298442,Petrol Ofisi,False,False
HAVUTLU,36.9563458,35.3466129,Petrol Ofisi,False,False
HIPODROM KARŞISI 1 PETROL OFISI,36.995848,35.223487,Petrol Ofisi,False,False
HIPODROM KARŞISI 2 PETROL OFISI,36.995858,35.223444,Petrol Ofisi,False,False
HNG PETROL ÜRÜNLERİ TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.051922,35.808873,Petrol Ofisi,False,False
İMAMOĞLU PETROL OFISI,37.243954,35.643635,Petrol Ofisi,False,False
İNCIRLIK KAVŞAĞI,36.9824038,35.4296489,Petrol Ofisi,False,False
KARAHAN,37.0494575,35.1769161,Petrol Ofisi,False,False
KARAISALI MERKEZ PETROL OFISI,37.253176,35.063994,Petrol Ofisi,False,False
KARATAŞ BULVARI PETROL OFISI,36.962379,35.34368,Petrol Ofisi,False,False
KARATAŞ MERKEZ PETROL OFISI,36.573593,35.383172,Petrol Ofisi,False,False
KIREMITHANE,37.0028633,35.3665867,Petrol Ofisi,False,False
KOZAN ÇIKIŞI PETROL OFİSİ,37.4218594,35.7873,Petrol Ofisi,False,False
KOZAN GIRIŞI PETROL OFISI,37.436083,35.793982,Petrol Ofisi,False,False
KOZAN MERKEZ PETROL OFISI,37.452305,35.814224,Petrol Ofisi,False,False
KÜRKÇÜLER PETROL OFISI,36.973373,35.508286,Petrol Ofisi,False,False
KURTTEPE,37.0446662,35.2554818,Petrol Ofisi,False,False
MIDIK,36.9538878,35.3135156,Petrol Ofisi,False,False
MOBILYACILAR SITESI PETROL OFISI,36.982748,35.41816,Petrol Ofisi,False,False
MUSTAFA KEMAL BULVARI,37.0054053,35.3176876,Petrol Ofisi,False,False
MUSTAFA KEMAL PAŞA BULVARI PETROL OFISI,37.008638,35.357269,Petrol Ofisi,False,False
MUSTAFABEYLI PETROL OFISI,37.075679,36.069084,Petrol Ofisi,False,False
ÖĞRETMENLER BULVARI 1 PETROL OFISI,37.010907,35.249502,Petrol Ofisi,False,False
ÖĞRETMENLER BULVARI 2 PETROL OFISI,37.041629,35.255739,Petrol Ofisi,False,False
POLIS OKULU PETROL OFISI,36.984405,35.374574,Petrol Ofisi,False,False
POZANTI MERKEZ 2 PETROL OFISI,37.447193,34.874489,Petrol Ofisi,False,False
POZANTI MERKEZ PETROL OFISI,37.419314,34.873927,Petrol Ofisi,False,False
POZANTI OTOBAN 1 PETROL OFISI,37.462466,34.876872,Petrol Ofisi,False,False
POZANTI OTOBAN 2 PETROL OFISI,37.444854,34.881002,Petrol Ofisi,False,False
REAL PETROL OFISI,37.018006,35.246119,Petrol Ofisi,False,False
RUH SAĞLIĞI KARŞISI PETROL OFISI,37.050359,35.262819,Petrol Ofisi,False,False
SAİMBEYLİ MERKEZ PETROL OFİSİ,37.987289,36.090385,Petrol Ofisi,False,False
SAIMBEYLI PETROL OFISI,37.949737,36.081433,Petrol Ofisi,False,False
ŞAKIRPAŞA,36.993862,35.2976263,Petrol Ofisi,False,False
SALBAŞ PETROL OFİSİ,37.106358,35.110451,Petrol Ofisi,False,False
SARIÇAM,37.0121378,35.3969556,Petrol Ofisi,False,False
SARIÇAM PETROL OFISI,37.055537,35.441878,Petrol Ofisi,False,False
SARIHAMZALI PETROL OFİSİ,36.994711,35.218713,Petrol Ofisi,False,False
SAYDAM,36.9759134,35.323155,Petrol Ofisi,False,False
SEYHAN GÜNEY,37.0288691,35.3965361,Petrol Ofisi,False,False
SEYHAN KUZEY,37.0298834,35.3953275,Petrol Ofisi,False,False
SHERATON KARŞISI PETROL OFISI,37.003461,35.341379,Petrol Ofisi,False,False
TAŞKÖPRÜ,36.9861208,35.3374058,Petrol Ofisi,False,False
TOPTANCILAR SITESI PETROL OFISI,36.9868211,35.2541775,Petrol Ofisi,False,False
TOROSLAR GÜNEY,37.0292103,35.2055254,Petrol Ofisi,False,False
TOROSLAR KUZEY,37.0302109,35.2028437,Petrol Ofisi,False,False
TUFANBEYLI PETROL OFISI,38.255335,36.217931,Petrol Ofisi,False,False
TÜRKMENBAŞI PETROL OFISI,37.011343,35.289098,Petrol Ofisi,False,False
YAVUZLAR,37.0000863,35.3498219,Petrol Ofisi,False,False
YEŞILBAĞLAR PETROL OFISI,36.962757,35.36695,Petrol Ofisi,False,False
YEŞILOBA,36.9958043,35.222414,Petrol Ofisi,False,False
YILDIRIM BEYAZIT PETROL OFISI,37.027093,35.401338,Petrol Ofisi,False,False
YUMURTALIK MERKEZ PETROL OFISI,36.777468,35.793571,Petrol Ofisi,False,False
ADANA KADIRLI YOLU PETROL OFISI,37.363959,36.08027,Petrol Ofisi,False,False
ANDIRIN YOLU PETROL OFİSİ,37.367665,36.110897,Petrol Ofisi,False,False
BAHÇE MERKEZ PETROL OFISI,37.193531,36.579515,Petrol Ofisi,False,False
DÜZIÇI MERKEZ PETROL OFISI,37.244413,36.45839,Petrol Ofisi,False,False
DÜZİÇİ PETROL OFİSİ,37.2267309,36.4424854,Petrol Ofisi,False,False
KADIRLI ADANA YOLU PETROL OFISI,37.365205,36.066437,Petrol Ofisi,False,False
KADIRLI ÇARŞI PETROL OFISI,37.368979,36.105422,Petrol Ofisi,False,False
KADIRLI MERKEZ PETROL OFISI,37.368289,36.09726,Petrol Ofisi,False,False
KADIRLI OSMANIYE YOLU PETROL OFISI,37.360438,36.091027,Petrol Ofisi,False,False
KADIRLI YENI,37.3675052,36.0866093,Petrol Ofisi,False,False
OSMANIYE,37.0766155,36.2518081,Petrol Ofisi,False,False
OSMANIYE KADIRLI YÖNÜ PETROL OFISI,37.326884,36.060113,Petrol Ofisi,False,False
OSMANIYE MERKEZ,37.0685379,36.2357718,Petrol Ofisi,False,False
OSMANIYE MERKEZ PETROL OFISI,37.07487,36.247488,Petrol Ofisi,False,False
OSMANIYE OSB,37.0120996,36.1090613,Petrol Ofisi,False,False
OSMANIYE OTOBAN ÇIKIŞI PETROL OFISI,37.097171,36.246257,Petrol Ofisi,False,False
OSMANIYE TOPRAKKALE YOLU PETROL OFISI,37.056419,36.187025,Petrol Ofisi,False,False
SUMBAS MERKEZ PETROL OFISI,37.405683,36.017454,Petrol Ofisi,False,False
ADAPAZARI - KARAMAN YOLU PETROL OFISI,40.824009,30.353373,Petrol Ofisi,False,False
ADAPAZARI KUZEY 1,40.803997,30.4062376,Petrol Ofisi,False,False
ADAPAZARI KUZEY 2,40.8065959,30.4347979,Petrol Ofisi,False,False
AKYAZI,40.6937495,30.6202863,Petrol Ofisi,False,False
AKYAZI 1 PETROL OFISI,40.695221,30.620026,Petrol Ofisi,False,False
AKYAZI MERKEZ,40.6840906,30.625334,Petrol Ofisi,False,False
ALTINDERE PETROL OFISI,40.683433,30.671843,Petrol Ofisi,False,False
ARİFİYE PETROL OFİSİ,40.717692,30.365694,Petrol Ofisi,False,False
BUDAKLAR PETROL OFISI,40.786942,30.484389,Petrol Ofisi,False,False
BUĞDAYLI PETROL OFISI,40.678431,30.551149,Petrol Ofisi,False,False
BÜYÜKYANIK PETROL OFISI,41.098334,30.43119,Petrol Ofisi,False,False
ÇÖKEKLER PETROL OFISI,40.79079,30.458531,Petrol Ofisi,False,False
ERENLER,40.7574801,30.4149992,Petrol Ofisi,False,False
ERENLER 2 PETROL OFISI,40.744666,30.414311,Petrol Ofisi,False,False
ERENLER PETROL OFISI,40.762386,30.412699,Petrol Ofisi,False,False
ERENLER PETROL OFİSİ,40.690147,30.473513,Petrol Ofisi,False,False
ERENLER SANAYI,40.7385034,30.4105899,Petrol Ofisi,False,False
EYLÜL PETROL OFİSİ,40.77734,30.4135,Petrol Ofisi,False,False
FERIZLI PETROL OFISI,40.94748,30.4976,Petrol Ofisi,False,False
GEYVE,40.5592259,30.3217254,Petrol Ofisi,False,False
GÜNEY TERMINALI PETROL OFISI,40.759976,30.392596,Petrol Ofisi,False,False
HENDEK,40.7948171,30.734468,Petrol Ofisi,False,False
HENDEK ORGANIZE PETROL OFISI,40.7761875,30.6539257,Petrol Ofisi,False,False
HENDEK PETROL OFISI,40.783713,30.741067,Petrol Ofisi,False,False
İHSANIYE PETROL OFISI,41.118441,30.644799,Petrol Ofisi,False,False
KARASU 1 PETROL OFISI,41.104398,30.69525,Petrol Ofisi,False,False
KARASU 2 PETROL OFISI,41.069431,30.799245,Petrol Ofisi,False,False
KARASU SAHILYOLU,41.0955071,30.7154496,Petrol Ofisi,False,False
KARASU YOLU PETROL OFİSİ,40.801363,30.406367,Petrol Ofisi,False,False
KAYNARCA 1 PETROL OFISI,41.027028,30.308368,Petrol Ofisi,False,False
KAYNARCA 2 PETROL OFISI,41.036857,30.300523,Petrol Ofisi,False,False
KOCAALI 1 PETROL OFISI,41.072333,30.842136,Petrol Ofisi,False,False
KOCAALI 2 PETROL OFISI,41.001618,30.817369,Petrol Ofisi,False,False
KOCAALI 3 PETROL OFISI,41.0715949,30.8546406,Petrol Ofisi,False,False
KÖPRÜBAŞI PETROL OFISI,40.806409,30.759672,Petrol Ofisi,False,False
KOZLUK PETROL OFISI,40.740831,30.436677,Petrol Ofisi,False,False
KURTKÖY PETROL OFISI,40.84193,30.634479,Petrol Ofisi,False,False
KUZULUK YOLU PETROL OFISI,40.694763,30.572209,Petrol Ofisi,False,False
MEKECE PETROL OFISI,40.446455,30.050766,Petrol Ofisi,False,False
MODERN SANAYI PETROL OFISI,40.735322,30.387214,Petrol Ofisi,False,False
PABUÇÇULAR PETROL OFISI,40.76642,30.396625,Petrol Ofisi,False,False
PAMUKOVA,40.4984606,30.0961082,Petrol Ofisi,False,False
PAMUKOVA 1 PETROL OFISI,40.476042,30.059247,Petrol Ofisi,False,False
PAMUKOVA 2 PETROL OFISI,40.512886,30.233667,Petrol Ofisi,False,False
PAMUKOVA 3 PETROL OFİSİ,40.513718,30.234945,Petrol Ofisi,False,False
SAKARBABA PETROL OFISI,40.75634,30.403807,Petrol Ofisi,False,False
SAPANCA PETROL OFISI,40.6890042,30.2725096,Petrol Ofisi,False,False
SÖĞÜTLÜ PETROL OFISI,40.895147,30.472499,Petrol Ofisi,False,False
TARAKLI PETROL OFISI,40.400271,30.549931,Petrol Ofisi,False,False
TEPECİKLER PETROL OFISI,40.5173276,30.2928505,Petrol Ofisi,False,False
TUNA TAN DOĞU PETROL OFİSİ,40.513571,30.237036,Petrol Ofisi,False,False
YAĞCILAR PETROL OFISI,40.777568,30.42623,Petrol Ofisi,False,False
YAZLIK CADDESI PETROL OFISI,40.776433,30.388086,Petrol Ofisi,False,False
ADIL PETROL OFISI,40.972858,29.262305,Petrol Ofisi,False,False
AĞVA PETROL OFISI,41.12908,29.853184,Petrol Ofisi,False,False
AKÇABURGAZ PETROL OFİSİ,41.0673038,28.6494333,Petrol Ofisi,False,False
AKŞEMSETTIN PETROL OFISI,40.9422685,29.3024818,Petrol Ofisi,False,False
ALEMDAĞ PETROL OFISI,41.039713,29.234419,Petrol Ofisi,False,False
ALIPAŞA PETROL OFISI,41.103691,28.219449,Petrol Ofisi,False,False
ALTAYÇEŞME,40.9377606,29.1380217,Petrol Ofisi,False,False
ALTAYÇEŞME PETROL OFISI,40.927853,29.132846,Petrol Ofisi,False,False
ALTINŞEHIR,41.0426403,28.7563577,Petrol Ofisi,False,False
ALTINŞEHIR PETROL OFISI,41.063599,28.746139,Petrol Ofisi,False,False
ARNAVUTKOY,41.1860154,28.7392439,Petrol Ofisi,False,False
ARNAVUTKÖY 1 PETROL OFISI,41.191662,28.733737,Petrol Ofisi,False,False
ARNAVUTKÖY 2 PETROL OFISI,41.136504,28.623106,Petrol Ofisi,False,False
ARNAVUTKÖY MERKEZ PETROL OFISI,41.181954,28.742879,Petrol Ofisi,False,False
ASLANTEPE PETROL OFİSİ,41.0852408,28.9781131,Petrol Ofisi,False,False
ATAKENT PETROL OFISI,41.013264,29.107253,Petrol Ofisi,False,False
ATAKÖY PETROL OFISI,40.991821,28.838576,Petrol Ofisi,False,False
ATAŞEHİR B PETROL OFİSİ,40.9852483,29.1071994,Petrol Ofisi,False,False
ATAŞEHIR PETROL OFISI,40.985873,29.108717,Petrol Ofisi,False,False
ATATÜRK CADDESİ PETROL OFİSİ,40.9813919,29.0811441,Petrol Ofisi,False,False
AVCILAR PETROL OFISI,40.990876,28.718538,Petrol Ofisi,False,False
AVCILAR PETROL OFİSİ,40.995385,28.7047476,Petrol Ofisi,False,False
AYDINLI PETROL OFISI,40.8669,29.3345,Petrol Ofisi,False,False
BAĞCILAR PETROL OFISI,41.041719,28.849696,Petrol Ofisi,False,False
BAGLAR ATATURK CADDESI,41.0262105,28.8141446,Petrol Ofisi,False,False
BAĞLAR PETROL OFİSİ,41.0261374,28.8141525,Petrol Ofisi,False,False
BAHARIYE,41.0575742,28.9419496,Petrol Ofisi,False,False
BAHÇELIEVLER İSTANBUL,41.0033917,28.8662834,Petrol Ofisi,False,False
BAHÇELIEVLER PETROL OFISI,41.013141,28.846844,Petrol Ofisi,False,False
BAHÇEŞEHIR PETROL OFISI,41.060356,28.698599,Petrol Ofisi,False,False
BAKIRKÖY PETROL OFISI,40.981723,28.884375,Petrol Ofisi,False,False
BAŞAKŞEHİR PETROL OFİSİ,41.1044889,28.8040448,Petrol Ofisi,False,False
BAYRAMPAŞA PETROL OFISI,41.032106,28.905484,Petrol Ofisi,False,False
BAYRAMPAŞA-İSMETPAŞA PETROL OFISI,41.040579,28.911797,Petrol Ofisi,False,False
BEREÇ PETROL OFISI,41.055522,28.909725,Petrol Ofisi,False,False
BEŞYÜZEVLER,41.0729849,28.8867404,Petrol Ofisi,False,False
BEYKENT,41.0184379,28.6326382,Petrol Ofisi,False,False
BEYKOZ PETROL OFİSİ,41.1278,29.0963,Petrol Ofisi,False,False
BEYLIKDÜZÜ CUMHURIYET PETROL OFISI,41.019489,28.629376,Petrol Ofisi,False,False
BOLLUCA,41.203328,28.7597771,Petrol Ofisi,False,False
BOSTANCI GÜNEY PETROL OFİSİ,40.9664572,29.1034079,Petrol Ofisi,False,False
BOSTANCI KUZEY PETROL OFİSİ,40.9670493,29.1041382,Petrol Ofisi,False,False
BULGURLU PETROL OFISI,41.018349,29.084836,Petrol Ofisi,False,False
BÜYÜKÇAVUŞLU PETROL OFISI,41.225826,28.063646,Petrol Ofisi,False,False
BÜYÜKÇEKMECE PETROL OFISI,41.021866,28.583958,Petrol Ofisi,False,False
BÜYÜKÇEKMECE PETROL OFİSİ,41.024921,28.6592737,Petrol Ofisi,False,False
BÜYÜKKILIÇLI PETROL OFISI,41.160319,28.186141,Petrol Ofisi,False,False
ÇAĞLAYAN,41.0715661,28.9799037,Petrol Ofisi,False,False
ÇAKMAKLI,41.0360199,28.6241012,Petrol Ofisi,False,False
ÇAMLICA,41.0241027,29.0549065,Petrol Ofisi,False,False
ÇAMLICA PETROL OFISI,41.022631,29.074998,Petrol Ofisi,False,False
ÇAMLIK PETROL OFİSİ,40.9194504,29.2864824,Petrol Ofisi,False,False
ÇATALCA PETROL OFISI,41.150827,28.452985,Petrol Ofisi,False,False
