istasyon_adi,lat,lon,brand
GÜROL ÇOT,36.5107,29.4362,Alpet
GÖKLER PETROL ÜRÜN. TİCARET VE SANAYİ KOLL ŞİRKETİ,41.59961,33.10423,Alpet
HÜSEYİN KURT- KURT PETROL AKARYAKIT LPG GIDA NAKLİYAT VE PETROL ÜRÜNLERİ,37.228455,37.514805,Alpet
YAZGI PETROL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,40.940117,33.870096,Alpet
2A PETROL VE TİCARET LİMİTED ŞİRKETİ,41.3034,33.5444,Alpet
HAKAN YÜCELSOY,39.4959,35.37291,Alpet
NORAS PETROL VE TARIM ÜRÜNLERİ TAŞIMACILIK TURİZM SANAYİ TİCARET LİMİTED ŞİRKETİ,36.633721,29.127714,Alpet
BEYPET LOJİSTİK ULUSLARARASI NAKLİYAT PETROL ÜRÜNLERİ GIDA İNŞAAT KUYUMCULUK İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ,39.9953,34.9458,Alpet
ÖZ DOĞANLAR DİN.TES.TUR.PET.GIDA TAŞ.İHR.İTH.SU VE ORM.ÜRN. TİCARET LİMİTED ŞİRKETİ,36.415192,29.268826,Alpet
ATLER AKARYAKIT GIDA TURİZM İNŞAAT OTOMOTİV SANAYİ VE TİCARET ANONİM ŞİRKETİ,36.8255,28.7894,Alpet
HÜSEYİN ÖZARSLAN OĞULLARI PETROL TARIM NAKLİYE TURİZM GIDA HAYVANCILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,40.157578,34.871769,Alpet
KATIRCIOĞLU PETROL TİCARET LİMİTED ŞİRKETİ,41.0177,34.0743,Alpet
ECEMPET PETROLCÜLÜK OTOMOTİV İNŞAAT TÜKETİM MALLARI LOJİSTİK SANAYİ TİCARET LİMİTED ŞİRKETİ,38.1808,27.3554,Alpet
HÜSEYİN KILIÇ - KILIÇ PETROL,37.425018,37.685936,Alpet
YAŞAR TÜRKER,39.681923,35.433842,Alpet
ONURCAN PETROL OTOMOTİV İNŞAAT TAAHHÜT GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,38.035484,37.172981,Alpet
ŞEKEROĞULLARI PETROL TARIM HAYVANCILIK SANAYİ TİCARET LİMİTED ŞİRKETİ,38.159517,37.073232,Alpet
GÜLERYÜZLER OTO YEDEK PARÇA VE İNŞAAT YAPI MALZEMELERİ  SANAYİ  VE TİCARET LİMİTED ŞİRKETİ,41.47785,33.768528,Alpet
HKT PETROL OTOMOTİV TAŞIMACILIK İNŞAAT EMLAK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.725709,37.559458,Alpet
S. S. ORTALICA KÖYÜ TARIMSAL KALKINMA KOOPERATİFİ,41.0524,34.262048,Alpet
HALİL İBRAHİM KOÇ,39.691432,35.712562,Alpet
SARAY PETROL TURİZM GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,40.436283,34.994328,Alpet
KAMİL BOYRAZ -AKARYAKIT VE LPG İŞLETMESİ,38.23158,37.20579,Alpet
FYN GRUP SANAYİ VE TİCARET LİMİTED ŞİRKETİ,39.680332,35.761833,Alpet
YÖRÜK OĞLU PETROL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.740414,27.431152,Alpet
SUMPET AKARYAKIT İSTASYONLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,38.343,26.7852,Alpet
SALİM KARADAĞ PETROL ÜRÜNLERİ TARIM HAYVANCILIK NAKLİYE GÜVENLİK VE TEMİZLİK HİZMETLERİ YAKACAK VE İNŞAAT MALZEMELERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,41.6254,33.9157,Alpet
DEMİRSOY AKARYAKIT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.82695,27.258926,Alpet
MEHMET TAŞKIRAN,39.637252,35.984333,Alpet
ERTAN PETROL ÜRÜNLERİ VE ZİRAAT SANAYİ TİCARET LİMİTED ŞİRKETİ,37.4518,27.51464,Alpet
T TAŞ PETROL TİCARET VE SANAYİ LİMİTED ŞİRKETİ,37.688,38.09339,Alpet
ASMER PETROL ÜRÜNLERİ İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.127705,38.681736,Alpet
ERDEM KILIÇ PETROL MADEN NAKLİYE SANAYİ VE TİCARET LİMİTED ŞİRKETİ,40.7859,35.0325,Alpet
ALPET İSTASYON İŞLETMELERİ ANONİM ŞİRKETİ,37.178204,27.609098,Alpet
İSMAİL ARDA,36.7214,39.2132,Alpet
MEKSEL DEVECİ,38.489444,37.480278,Alpet
AHMET ŞÜKRÜ İNCE,38.006809,37.982254,Alpet
TOROSPET PETROL ÜRÜNLERİ TAŞIMACILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.7584,38.2555,Alpet
NUSRET AKARYAKIT TAŞIMACILIK İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,40.8739,35.23023,Alpet
İLERİ OTOMOTİV PETROL İNŞAAT NAKLİYE HAYVANCILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,40.293404,35.883175,Alpet
NAZIM BAHRİ ŞEN,41.333796,34.851242,Alpet
ŞURTEKS TEKSTİL GIDA İNŞAAT İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.1569,39.0509,Alpet
İMAMOĞLU AKARYAKIT PETROL TARIM ÜRÜNLERİ SANAYİ TİCARET LİMİTED ŞİRKETİ,36.78796,39.436607,Alpet
BİLAL ASLAN KUYUMCULUK İNŞAAT NAKLİYE YAKIT İLETİŞİM HİZMETLERİ GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,41.946655,34.343441,Alpet
TUFANLAR PETROL DAYANIKLI TÜKETİM MALLARI ELEKTRONİK GIDA İNŞAAT OTOMOTİV NAKLİYAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,38.35844,38.033813,Alpet
GÜLPET LOJİSTİK PETROL ÜRÜNLERİ MADENCİLİK İNŞAAT OTOMOTİV MEDİKAL İTHALAT İHRACAT SANAYİ TİCARET LİMİTED ŞİRKETİ,39.8717,36.6017,Alpet
GÜLPET LOJİSTİK PETROL ÜRÜNLERİ MADENCİLİK İNŞAAT OTOMOTİV MEDİKAL İTHALAT İHRACAT SANAYİ TİCARET LİMİTED ŞİRKETİ,39.8726,36.603,Alpet
ŞAKALAKOĞLU EĞİTİM HİZMETLERİ TURİZM İNŞAAT VE NAKLİYE TİCARET LİMİTED ŞİRKETİ,40.722309,35.7899,Alpet
ÇAKMAK TEKSTİL PETROL ÜRÜNLERİ İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.580688,38.949988,Alpet
UZUNDAL PETROL NAKLİYAT İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.225307,39.316257,Alpet
BAYLAR ZAHİRE HAYVANCILIK NAK.GIDA TARIM SAN.TİC.LTD.ŞTİ.,40.311988,36.284086,Alpet
BAŞER PETROL ÜRÜNLERİ UN YEM ZİRAİ ÜRÜNLER İMALAT İTHALAT İHRACAT TİCARET VE SANAYİ LİMİTED ŞİRKETİ,39.226414,37.379814,Alpet
REDPET AKARYAKIT LOJİSTİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,39.5862,37.0321,Alpet
YİĞİT-ER TURİZM PETROL ÜRÜNLERİ SOSYAL TESİSLERİ TÜKETİM MADDELERİ PAZARLAMA TİCARET ANONİM ŞİRKETİ,38.34204,38.31354,Alpet
ILICAK GROUP MİMARLIK MÜHENDİSLİK İNŞAAT OTOMOTİV SANAYİ VE TİCARET LİMİTED ŞİRKETİ,38.447723,38.226326,Alpet
HÜSAMETTİN KARAOĞLAN,41.05925,35.69231,Alpet
DİLSİZOĞLU PETROL VE ORMAN ÜRÜNLERİ TAŞIMACILIK VE SANAYİ İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ,41.88974,34.921171,Alpet
UÇAR ÇIRÇIR PRESE SANAYİ VE TİCARET LİMİTED ŞİRKETİ,36.84541,40.05308,Alpet
ATASOY PETROL- KİRAZ GÜREL,40.399033,36.537941000000004,Alpet
KARADENİZ ERPET PETROL VE AKARYAKIT MAMULLERİ SANAYİ TİCARET ANONİM ŞİRKETİ,41.196,35.7925,Alpet
ÖZ-NAK TURİZM NAKLİYAT PETROL İNŞAAT İTHALAT İHRACAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,37.228645,39.778416,Alpet
AVC PETROL ÜRÜNLERİ NAKLİYE İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.73472,39.31814,Alpet
GERGER AKARYAKIT TAŞIMACILIK GIDA TURİZM TİCARET SANAYİ LİMİTED ŞİRKETİ,38.02834,39.03428,Alpet
ÖZERGÜL PETROL ÜRÜNLERİ LPG TİCARET LİMİTED ŞİRKETİ,40.76104,36.312752,Alpet
AHMET ŞÜKRÜ İNCE,38.252349,38.862758,Alpet
MERİH YILMAZ-YILMAZ PETROL,41.61722,35.59628,Alpet
ALİSE PETROL ÜRÜNLERİ İNŞAAT GIDA NAKLİYAT TAŞIMACILIK TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,41.034592,36.229759,Alpet
TURANLAR AKARYAKIT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,41.569439,35.877266,Alpet
DEĞİRMENCİ PETROL ÜRÜNLERİ TİCARET VE SANAYİ LİMİTED ŞİRKETİ,41.530029,35.951256,Alpet
YILDIZ GIDA İNŞAAT PETROL ÜRÜNLERİ HİDROELEKTRİK TURİZM PAZARLAMA TİCARET VE SANAYİ LİMİTED ŞİRKETİ,38.852192,38.630779,Alpet
ARIKAN MADENİ YAĞ GAZ PETROL ÜRÜNLERİ İNŞAAT TAAHHÜT NAKLİYAT TİCARET VE SANAYİ LİMİTED ŞİRKETİ,37.5738,39.9205,Alpet
İBRAHİM TOKTAŞ,40.576786,36.918255,Alpet
DOĞUŞ PETROL UNLU MAMULLER LOKANTA TİCARET VE SANAYİ LİMİTED ŞİRKETİ,41.291111,36.224722,Alpet
NİKSAR YILMAZ PETROL ÜRÜNLERİ TURİZM İNŞAATGIDA NAKLİYEVE İŞLETMECİLİK TİCARET VE SANAYİ LİMİTED ŞİRKETİ,40.5906,36.9423,Alpet
KIYAK KARDEŞLER SU ÜRÜNLERİ ÜRETİM VE AKARYAKIT İTHALAT İHRACAT VE TİCARET LİMİTED ŞİRKETİ,41.293191,36.247807,Alpet
BURAK PETROL SERVİS VE TEMİZLİK HİZMETLERİ İNŞAAT TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,41.26878,36.29369,Alpet
ÖZÇELİK PETROL ÜRÜNLERİ OTOMOTİV NAKLİYE VE PAZARLAMA TİCARET LİMİTED ŞİRKETİ,41.416439,36.172669,Alpet
TURTEKİN PETROL İNŞAAT GIDA NAKLİYE MADENCİLİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,38.137901,39.466304,Alpet
AKTİF PETROL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.1888232,40.597748,Alpet
KILIÇ PETROL OTO LASTİK NAKLİYE İNŞAAT TURİZM GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.248283,40.5477,Alpet
41MEHMETÇİK PETROL OTOMOTİV NAKLİYAT İNŞAAT GIDA TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,41.217789,36.63023,Alpet
OKUR PETROL ÜRÜNLERİ GIDA İNŞAAT VE TAŞIMACILIK TİCARET LİMİTED ŞİRKETİ,41.183323,36.708929,Alpet
ACZ PETROL İNŞAAT NAKLİYAT TARIM HAYVANCILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.1647,40.7289,Alpet
KAR-DEMİR PETROL TURİZM NAKLİYE İNŞAAT SANAYİ ve TİCARET LİMİTED ŞİRKETİ,38.625748,39.272133,Alpet
ÇİLEK AKARYAKIT SANAYİ VE TİCARET ANONİM ŞİRKETİ,41.2078,36.6916,Alpet
GİMA PETROLNAKLİYE İNŞAAT TARIM GIDA TURİZM SANAYİ TİCARET LİMİTED ŞİRKETİ,37.8933,40.0191,Alpet
AYGÖL PETROL İNŞAAT NAKLİYAT SANAYİ TİCARET LİMİTED ŞİRKETİ,37.873916,40.070072,Alpet
GÖZELİ PETROL TESİS. İNŞ. VE TİCARET LİMİTED ŞİRKETİ,37.90694,40.06358,Alpet
ERGANİ PETROL NAKLİYE İNŞAAT GIDA ORGANİZASYON LİMİTED ŞİRKETİ,38.2684,39.7534,Alpet
AR AS AKARYAKIT GIDA NAKLİYE İNŞAAT TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,41.2197,36.8893,Alpet
İLHAN PETROL ÜRÜNLERİ TİCARET LİMİTED ŞİRKETİ,41.018818,37.100239,Alpet
BÖLGE KARDEŞLER PETROL ÜRÜNLERİ LPG GIDA TARIM HAYVANCILIK OTOMOTİV NAKLİYE TURİZM TEMİZLİK PAZARLAMA SANAYİ İTHALAT VE İHRACAT LİMİTED ŞİRKETİ,40.821727,37.348245,Alpet
CNR PETROL NAKLİYAT KUYUMCULUK TEKEL MADDELERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,41.209949,36.993412,Alpet
BARIŞ AYD PETROL OTOMOTİV NAKLİYAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.0916,41.2002,Alpet
IŞIKTEPE AKARYAKIT NAKLİYE VE TURİZM TİCARET LİMİTED ŞİRKETİ,40.816907,37.5359,Alpet
VERİM PETROL ÜRÜNLERİ TİCARET LİMİTED ŞİRKETİ,40.976737,37.42733,Alpet
YEĞİN PETROL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,41.0765,37.436588,Alpet
BMT ÇİMENTO MAKİNA İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,38.7015,39.8264,Alpet
YILMAZOĞLU PETROL OTOMOTİV İNŞAAT TAAHHÜT TARIM HAYVANCILIK NAKLİYE GIDA TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,39.3568,39.2342,Alpet
İYİGÜN PETROL ÜRÜNLERİ LİMİTED ŞİRKETİ,39.958189,38.696065,Alpet
METİNERLER DAYANIKLITÜKETİM MALLARI SANAYİ VE TİCARET LİMİTED ŞİRKETİ,40.298264,38.431072,Alpet
KABADÜZ PETROL NAKLİYAT GIDA TARIM İNŞAAT OTOMOTİV TEMİZLİK TEKSTİL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,40.857222,37.88751,Alpet
AZİZ YILDIZ,37.410358,41.354682,Alpet
OKÇULAR TAŞIMACILIK İNŞAAT GIDA ELEKTRİK KUYUMCULUK PETROL İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,38.397797,40.415134,Alpet
CEMİL EKİNCİ,37.575497,41.395119,Alpet
OK-AY PETROL KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.87041,41.16524,Alpet
TEKİNLER GRUP AKARYAKIT TAŞIMACILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.842,41.19868,Alpet
DEM-PA PETROL NAKLİYAT PAZARLAMA İNŞAAT GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.87931,41.2679,Alpet
OSMAN AY,37.552658,41.694805,Alpet
ÖZ BARUT İNŞAAT GIDA TEKSTİL TEMİZLİK AKARYAKIT MADENCİLİK NAKLİYE TİCARET VE SANAYİ LİMİTED ŞİRKETİ,38.855679,40.539284,Alpet
ÖNDERHAN İNŞAAT PETROL ÜRÜNLERİ PASTA MAMÜLLERİ GIDA TEKSTİL METAL HAYVANCILIK MADENCİLİK İTHALAT İHRACAT TİCARET VE SANAYİ LİMİTED ŞİRKETİ,38.906597,40.550919,Alpet
SEL VED PETROL İNŞ. NAK. GIDA. SAN. VE TİC. LTD. ŞTİ,37.319527,42.18652,Alpet
ŞAHİNOĞULLARI PETROL İNŞAAT OTOMOTİV SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.330475,42.21899,Alpet
MÜSLİM KÖKSAL COŞKUN-KÖKSAL PETROL,40.151415,39.431852,Alpet
KOÇ-SOĞUK ÇEŞME YAKIT HAYVANCILIK NAKLİYE İNŞAAT GIDA TEMİZLİK TARIM TİCARET VE SANAYİ LİMİTED ŞİRKETİ,38.98074,40.676563,Alpet
OVA PETROLCÜLÜK İNŞAAT NAKLİYAT OTOMOTİV SANAYİ İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ,37.248283,42.453693,Alpet
GÜLYAZI PETROL GIDA İNŞAAT HAYVANCILIK İTHALAT İHRACAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,38.1629,41.5699,Alpet
MURATHANOĞULLARI HAZIR BETON SANAYİ TİCARET LİMİTED ŞİRKETİ,40.1796,39.6567,Alpet
TİREBOLU KAR-PET PETROL ÜRÜNLERİ NAKLİYE İNŞAAT GIDA TEMİZLİK VE TARIM ÜRÜNLERİ TİCARET LİMİTEŞİRKETİD,41.006058,38.839653,Alpet
KOÇ-SOĞUK ÇEŞME YAKIT HAYVANCILIK NAKLİYE İNŞAAT GIDA TEMİZLİK TARIM TİCARET VE SANAYİ LİMİTED ŞİRKETİ,39.058382,40.78964,Alpet
ARSLAN PETROL ÜRÜNLERİ HAYVANCILIK TARIM ÜRÜNLERİ GIDA İNŞAAT NAKLİYE SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.935993,41.958252,Alpet
BAĞSIZ GRUP YAKIT İNŞAAT HAYVANCILIK GIDA NAKLİYE ENERJİ MADENCİLİK İTHALAT İHRACAT SANAYİ VE LİMİTED ŞİRKETİ,38.954674,40.997883,Alpet
EROL IŞIK PETROL ÜRÜNLERİ İNŞAAT GIDA SANAYİ DIŞ TİCARET LİMİTED ŞİRKETİ,38.903988,41.302982,Alpet
EYUP KARDEŞ,40.348056,39.921944,Alpet
MASUM ÜRÜN,38.69518,41.68053,Alpet
KOÇHAN PETROL İNŞAAT HAFRİYAT NAKLİYAT TEMİZLİK HİZMETLERİ VE TİCARET LİMİTED ŞİRKETİ,40.83729012404894,39.63531754629542,Alpet
EYÜP KARDEŞ - KARDEŞ PETROL,40.3889568,40.14397,Alpet
RAMİZ DEMİRER PETROL MADENCİLİK İNŞAAT NAKLİYE GIDA TİCARET LİMİTED ŞİRKETİ,40.178246,40.367001,Alpet
RAHMİOĞULLARI PETROL TAŞIMACILIK İNŞAAT VE SANAYİ TİCARET LİMİTED ŞİRKETİ,38.486091,42.175838,Alpet
PİROĞLU EĞİTİM PETROL TİCARET LİMİTED ŞİRKETİ,38.465338,42.316705,Alpet
SUCİOĞLU İNŞAAT TAAHHÜT HAFRİYAT NAKLİYAT MADENCİLİK PETROL ÜRÜNLERİ TİCARET VE SANAYİ LİMİTED ŞİRKETİ,40.069106,40.933808,Alpet
ÖZDEMİR AY AKARYAKIT SANAYİ TİCARET ANONİM ŞİRKETİ,39.977107,41.026336,Alpet
NURETTİN HANLIGİL-MOTORLU TAŞITLAR YAKITI PERAKENDE SATIŞ KÖMÜR TOPTAN SATIŞI,37.57289,43.738827,Alpet
CANSÜT SÜT ÜRÜNLERİ HAYVANCILIK GIDA PETROLCÜLÜK TİCARET İTHALAT İHRACAT LİMİTED ŞİRKETİ,39.094643,42.251579,Alpet
ORHAN ERSOY,39.351985,42.112662,Alpet
ZENGİN KÖMÜR İŞLETMECİLİĞİ NAKLİYAT TUR. SAN. TİC. LTD. ŞTİ. RİZE ŞUBESİ ,41.00014,40.5477,Alpet
SAVAŞ GÜLER-ALYAP İNŞAAT PETROL,39.494139,42.272473,Alpet
ÖZERAYLAR NAKLİYAT VE PETROL ÜRÜNLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,38.457783,43.335648,Alpet
BAHATTİN ALAGEYİK,38.86753,42.96767,Alpet
BARAN CAN ŞAKA,39.695369,42.141948,Alpet
EYYUP DEMİRADAM,38.508043,43.375092,Alpet
BEGA BİLİŞİM GÜVENLİK ELEKTRONİK AKARYAKIT İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,39.236659,42.855798,Alpet
NEVZAT DEMİR,39.571082,42.522626,Alpet
ZÜLKÜF DEMİR,38.5888,43.5148,Alpet
ESKİÇIRAK DIŞ TİCARET VE GIDA SANAYİ LİMİTED ŞİRKETİ,41.180027,40.94663,Alpet
ESKİÇIRAK PETROL TURİZM İNŞAAT GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,41.1709,40.9759,Alpet
AS PETROL ÜRÜNLERİ VE TAŞIMACILIK TİCARET VE SANAYİ LİMİTED ŞİRKETİ,39.003878,43.419448,Alpet
CAN-KA PETROL GIDA İNŞAAT NAKLİYE TURİZM BESİCİLİK OTOMOTİV ELEKTRİK MEDİKAL TEMİZLİK İŞLERİ İTHALAT İHRACAT LİMİTED ŞİRKETİ,39.687892,43.028903,Alpet
ASTAŞ PETROLCÜLÜK NAKLİYE LOJİSTİK İNŞ.İTH.İHRC.SAN.VE TİC.LTD.ŞTİ,38.98972,43.763709,Alpet
CAN-KA PETROL GIDA İNŞAAT NAKLİYE TURİZM BESİCİLİK OTOMOTİV ELEKTRİK MEDİKAL TEMİZLİK İŞLERİ İTHALAT İHRACAT LİMİTED ŞİRKETİ,39.709024,43.060535,Alpet
ACARBAY TURİZM İNŞAAT GIDA SANAYİ TİCARET PAZARLAMA LİMİTED ŞİRKETİ,39.719859,43.059769,Alpet
CAN-KA PETROL GIDA İNŞAAT NAKLİYE TURİZM BESİCİLİK OTOMOTİV ELEKTRİK MEDİKAL TEMİZLİK İŞLERİ İTHALAT İHRACAT LİMİTED ŞİRKETİ,39.73275,43.055532,Alpet
KAYHAN GÖKÇE,40.670425,42.239192,Alpet
FU PETROL YAPI İNŞAAT TEMİZLİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,39.591364,43.612848,Alpet
TEKİN YURDALAN,40.466389,42.777778,Alpet
ÜNAL KARAKOYUN,40.783088,42.599203,Alpet
ÖZ-AY PETROL İNŞAAT SANAYİ MÜHENDİSLİK TURİZM İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ,41.253563,42.353032,Alpet
BAYAZIT PETROL NAKLİYAT GIDA İTHALAT İHRACAT İNŞAAT SANAYİ TİCARET LİMİTED ŞİRKETİ,39.553758,44.061935,Alpet
DOĞAN CAN GÜNDOĞDU,41.098892,42.672206,Alpet
AKTAŞLAR PETROL ÜRÜNLERİ SANAYİ TİCARET LİMİTED ŞİRKETİ,41.1259,42.6834,Alpet
KARS ADA LOJİSTİK PETROLCÜLÜK İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,40.675722,43.16675,Alpet
ALD İNŞAAT MALZEMELERİ MÜTEAHHİTLİK TAŞIMACILIK HAZIR BETON SANAYİ VE TİCARET LİMİTED ŞİRKETİ,39.860934,44.064086,Alpet
ADA KARDEŞLER OTOMOTİV İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ,39.9334,44.017,Alpet
İSMAİL DEMİREL OTOMOTİV VE PETROL TİCARET LİMİTED ŞİRKETİ,39.932976,44.056791,Alpet
ERDAL AKSEL,41.508788,42.735113,Alpet
ÜLKÜM PETROL SANAYI VE TİCARET LİMİTED ŞİRKETİ,39.873526,44.516004,Alpet
As-Ya Petrol Ür. Yemekçilik Otomoti Personel Taş.San.Ve Tic.Ltd.Şti.,36.931053,35.354591,Aytemiz
Öz Ulusal Petrol Nak.Tur.ve Tarım Ü Tic.Ltd.Şti.,37.01107,35.377133,Aytemiz
Melis Gül (2) Petrol Ürünleri Turiz Taş.İnş.Oto.Gida San.Ve Tic.Ltd.Şt,37.026468,35.401303,Aytemiz
Kan Akaryakıt Petrol Ürünleri Otomo İnşaat Gıda Sanayi Ve Ticaret Ltd.,37.029884,35.81742,Aytemiz
Serhat Zirai Ürünler Ticari Limited Şirketi,37.017123,35.798464,Aytemiz
Sabuncu Akaryakıt 2 (Yüreğir) Tar.Ü Tur.Taş.İnş.Oto.Gıda San.Tic.Ltd.Ş,36.983565,35.393473,Aytemiz
Sabuncu Akaryakıt 1 (Sarıçam) Tar.Ü Tur.Taş.İnş.Oto.Gıda San.Tic.Ltd.Ş,36.982172,35.437145,Aytemiz
Sabuncu Akaryakıt 3 (Seyhan) Tar.Ür Tur.Taş.İnş.Oto.Gıda San.Tic.Ltd.Ş,36.990846,35.158902,Aytemiz
Asyagül ( 2 Yüreğir )Petrol Ürn.Hay Tar.Ürn.Tur.İnş.Taş.Oto.San.Tic.Lt,37.070366,35.409658,Aytemiz
Demir Petrol Ticaret Ve Sanayi Limi Ş.T.İ,37.428231,34.875146,Aytemiz
Sabuncu Akaryakıt 4 Tarım Ürünleri Tal.İnş.Oto.Gıda.San.Tic.Ltd.Şti,37.435921,35.793434,Aytemiz
Cudeoğlu Petrol Nak. İnş.Day.Tük.Ma Tar.Ve San. Tic.Ltd.Şti,37.81282,35.90929,Aytemiz
Halil Petrol ve Turizm Ticaret ve S Limited Şirketi,36.980191,35.33831,Aytemiz
Alişeroğlu Akdeniz Petrol ve Petrol Nak.Gıd.İnş.Tur.A.Ş,37.037562,35.927212,Aytemiz
Kevesa Petrol Ürünleri Sanayi Ve Ticaret Limited Şirketi,36.979817,35.451201,Aytemiz
GGG Petrolleri-7 Sanayi Ve Tic Anonim Şirketi,37.047132,35.767751,Aytemiz
Kristal Gaz-İş-4 Oto. ve Taş. Tic. Ve San. Limited Şirketi,37.099279,35.796217,Aytemiz
Atayoğlu Petrol Ürünleri Tekstil Gı İnş.Tur.Oto.San. Ve Tic.Ltd.Şti.,37.77932,38.291465,Aytemiz
Galip Öztürk,37.685998,37.874808,Aytemiz
Mutlu Nakliyat Turizm San. Ve Ticaret Limited Şirketi,37.688124,38.037799,Aytemiz
İhsan Kurt,37.637616,37.504828,Aytemiz
Sağlık Enerji-2 Tic. ve San. A.Ş.,37.763527,38.287128,Aytemiz
Darbaş Enerji Gıda Hay. Nak. San. ve Tic. Ltd. Şti.,37.754928,38.234209,Aytemiz
Bera Akar.Taş.Loj.İnş. Enerji Üretim Kuyum.VeTic.Paz.Ltd.Şti,37.745212,38.250435,Aytemiz
TG Akaryakıt Enerji İnş.Taş. Gıda Taah. San. Ve Tic.Ltd.Şti,37.774176,38.271625,Aytemiz
GGG Otomotiv-7 Taşımacılık San Ve Ticaret Anonim Şirketi,37.735417,37.566429,Aytemiz
Hisar (3 Sultandağı) Taş.Akar.Tesis İşlt.Ve Oto San.Tic.Ltd.Şti.,38.509429,31.259818,Aytemiz
Dalyanpet Petrol Ürünleri Otel.İnş.San.Tic.Ltd.Şti.,38.302204,30.192199,Aytemiz
Şuhut Bel Petrol Ve Pet.Ürn.Taş.Tem Gıd.Hayv.Et Ve Et Ürn.Taah.San.Ve,38.531941,30.549355,Aytemiz
Özturunç Petrol Ve Akaryakıt Ür. San. Tic. Ltd. Şti,38.766068,30.541196,Aytemiz
Sedef Akaryakıt Ürünleri San Ve Ticaret Limited Şirketi,38.591636,30.947046,Aytemiz
Kokkokoğlu Petrol Ürü. San. Ve Ticaret Limited Şirketi,38.4601,30.2611,Aytemiz
Özel Park Benzin İst.Gıd.Tur. İnş.Oto.San.Tic.Lt,39.015895,30.269367,Aytemiz
Çakıcıoğlu Akr.Nak.Mermer Tav. Oto.Ve.İnş.Taah.San.Tic.Ltd.Şt,38.7549,30.5593,Aytemiz
Yüntaş Akar. 1 Gıd. İç. Tur. Mer Elekt. Nak. San Tic A.Ş.,38.76549,30.53004,Aytemiz
Yüntaş Akar. 2 Gıd. İç. Tur. Mer Elekt. Nak. San Tic A.Ş.,38.7703,30.5429,Aytemiz
Abdullahoğulları (2 Merkez ) Gıda Pet.Ltd.Şti.,39.716325,43.050345,Aytemiz
