istasyon_adi,lat,lon,brand
ORONTES YEM.TE.BİL.İŞ.VER.HAZ. GID.İNŞ.OR.HA.İTH.İHR.SA.TİC.L,36.2419,36.5635,Opet
ABDURRAHMAN YAZMACI PET. TAR. TEKS. TUR. İNŞ. SAN. VE TİC. L,37.2261,39.7338,Opet
ASLAN KARDEŞLER SEBZE MEYVE PE GID.TAŞ.İNŞ.TİC.LTD.ŞTİ.,36.912393,30.646532,Opet
KARACAN MOTORLU ARAÇLAR ULUSLA NAK. AKARYAKIT SAN. VE TİC. A.,39.75277,30.62838,Opet
SALİHOĞLU ENERJİ PETROL İNŞAAT ANONİM ŞİRKETİ,36.78894,34.589150000000004,Opet
GOLDENBRIDGE LOJİSTİK İNŞAAT G TARIM SANAYİ VE LİMİTED ŞİRKET,36.78572,34.55242,Opet
AKD AKARYAKIT SANAYİ VE TİCARET ANONİM ŞİRKETİ,40.9076,29.34367,Opet
MAVİ ÇARŞI PETROL ÜRÜNLERİ GID İNŞ. SAN. VE TİC. LTD. ŞTİ.,38.34839,33.95821,Opet
KÖKÜMER PET.SAN.VE TİC. LTD.ŞTİ.,40.784563,30.38889,Opet
H B M ÜNAL PETROL ÜRÜNLERİ TEK HAYVANCILIK TİCARET VE SANAYİ,40.789498,30.373856,Opet
KARTALKAYA İNŞ.RENT A CAR SAN. VE TİC.LTD.ŞTİ,41.063972,28.323,Opet
SELÇUK PETROL TİCARET VE SANAYİ LİMİTED ŞİRKETİ,40.21298,28.999743,Opet
AYTİM PETROL TAŞ. İNŞ.TUR.TAAH SAN. VE TİC. LTD. ŞTİ.,36.99221,35.31619,Opet
SINIRLI SORUMLU BİGADİÇ MOTORLU TAŞIYICILAR KOOPERATİF,39.5846,27.9317,Opet
MELİH AKAR.DAĞ.VE TİC. LTD.ŞTİ.,40.84125,31.14009,Opet
CİLO PET. ÜRÜN. İNŞ. GIDA MAD. İTH. İHR. TAAH.SAN.VETİC. LTD.,37.576767,44.195691,Opet
DENGİZLER İNŞAT TAAH. OTO. GID PET. ÜRÜN. TİC. SN. VE PZ. LTD,39.958847,41.29169,Opet
İNDEX PETROL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,39.8782,41.2269,Opet
DEMSA AKARYAKIT İNŞAAT SANAYİ VE TİCARET,37.29169,27.78128,Opet
ÖZMİRİOĞLU TURİZM PET. ÜRN. SA TİC. LTD. ŞTİ.,36.53287,36.14951,Opet
BALLIPINAR PET GID.İNŞ.TİC. VE SAN.LTD.ŞTİ.,38.74522,30.55473,Opet
ÖRGÜN PETROL VE OTOMOTİV SANAY LIMITED SIRKETI,40.49527,29.310622,Opet
ELİF PETROL AKAR.ÜRÜN.SAN. VE TİC.LTD.ŞTİ.,41.15673,29.62835,Opet
YAVUZ DEKORAS.İNŞ.TİC.İHR.VE İ LTD.ŞTİ.,40.76011,29.97352,Opet
ŞEKER PET.(2)ÜRÜN.TUR.TAŞ.SAN. TİC.A.Ş.,39.89231,30.08166,Opet
HEDEF PET.İNŞ.OTOM.NAK.DIŞ.TİC LTD.ŞTİ.,40.9901,29.26376,Opet
ALİ BABANIN ÇİFTLİĞİ ZİRAAT PE ÜRÜN.SAN.VE TİC. ANONİM ŞİRKET,38.210162,32.360443,Opet
3E PETROLCÜLÜK LİMİTED ŞİRKETİ,36.792005,34.612537,Opet
AĞAOĞLU OTOMOTİV VE PETROL TİC. PAZARLAMA A.Ş.,38.675822,29.388971,Opet
YARDIMCI PAZ.SAN.VE TİC.A.Ş.,40.762,29.92035,Opet
ÖRGÜN PETROL VE OTOMOTİV SANAY LIMITED SIRKETI,40.47655,29.3048,Opet
BOZOK PETROL.TİC.A.Ş.,40.909395,29.295082999999998,Opet
ÇALLI PETROL VE PETROL ÜRN. İN GIDA TUR MAD NAK SAN VE TİC LT,41.011611,28.828445,Opet
YÜKSEL PETROL TUR. NAK. OTO. İ GIDA SAN. VE TİC. A.Ş.,38.76683,30.53128,Opet
ARTEZYEN PETROL VE TİC. LTD.ŞTİ.,36.750176,31.523147,Opet
CEBECİOĞULLARI AKARYAKIT NAKLİ TEM.İNŞ.TUR.SAN.TİC.LTD.ŞTİ.,39.85126,33.4834,Opet
BY SİSTEM YAPI ENERJİ TAAHHÜT TİC. ANONİM ŞİRKETİ,38.712651,35.532014,Opet
OPET MARKET VE AKARYAKIT İSTAS İŞLETMECİLİĞİ ANONİM ŞİRKETİ,40.190251,29.08174,Opet
KATRE PETROL İNŞAAT TİCARET VE SANAYİ LİMİTED ŞİRKETİ,38.896731,40.504604,Opet
RUMELİ PET.NAK.GID.İÇ VE DIŞ T LTD.ŞTİ.,40.88663,29.24163,Opet
KARCI AKAR.BAYİ NAK.KÖM.GID. ÜRN.TİC.LTD.ŞTİ,39.101005,27.345208,Opet
SARIÇAM OTOMOTİV PETROL İNŞ. SANAYİ VE TİCARET LİMİTED ŞİRK,38.33047,38.29606,Opet
HEDEF PET.İNŞ.OTOM.NAK.DIŞ.TİC LTD.ŞTİ.,40.93164,29.33905,Opet
ÇİMENLER OTOM.TİC. VE SAN.A.Ş.,39.938234,41.286011,Opet
KARACAN OTOMOTİV PETROL ÜRÜNLERI TİCARET VE,39.8404,30.12593,Opet
SÜREYYAPAŞA PET.VE AKAR.ÜRN.SA VE TİC.LTD.ŞTİ,41.027517,28.857486,Opet
MOBAY İNŞAAT NAKLİYAT PET.GID. GÜBRE SAN. VE TİC. LTD. ŞTİ.,37.427026,35.789348,Opet
SULTANELİ PETROL ÜRÜNLERİ TURİ İNŞAAT SANAYİ VE TİCARET LTD Ş,36.530682,32.047444,Opet
KAYALAR PLAZA OTOM.YAPI MALZ.S VE TİC.LTD.ŞTİ.,40.66085,30.3542,Opet
DÜNYA MEŞRUBAT GIDA İNŞ. TUR.P SAN.VE TİC. LTD. ŞTİ.,36.245837,36.156856,Opet
AVE ENERJİ TİCARET ANONİM ŞİRK,39.892807,32.935088,Opet
KUMUŞOĞLU İNŞ.TUR.SAN.VE TİC. LTD.ŞTİ.,40.3693,29.12773,Opet
OKUR KARDEŞLER PET.HAY.TAŞ.GID İNŞ.SAN.VE TİC.ANONİM ŞİRKETİ,38.344535,33.972145,Opet
SEVİNDİ PETROL TİCARET VE SANAYİ ANONİM ŞİRKETİ,40.592595,33.61924,Opet
RAMADA GRUP PETROL ÜRÜNLERİ SANAYİ TİCARET LİMİTED ŞİRKETİ,37.86691,41.151962,Opet
C.I.T.Y TURİZM TİC. VE SAN. LTD.ŞTİ,40.987598,28.883999,Opet
MURAT LASTİK VE PET. ÜRÜN.NAK. VE TİC.LTD.ŞTİ.,38.882781,35.144671,Opet
BOZDOĞAN TARIM MAKİNALARI TİCA VE SANAYİ LİMİTED ŞİRKETİ,36.9722,37.4613,Opet
DAĞAÇIKAN PETROL ÜRÜN. TAŞ. GIDA İNŞ. SAN. TİC. LTD. ŞTİ.,37.072636,37.37534,Opet
CEMCAN PET.ÜRÜN.İNŞ.NAKL.RENT CAR SAN.VE TİC.A.Ş.,40.23477,28.97802,Opet
CANKAR AKAR. MÜH. MİM. MÜTEAH. VE İNŞ. MAL. MARKET NAK. HARİT,38.479952,28.119021,Opet
ÇIRALI AKARYAKIT DİNLENME TESİ İNŞ.TUR.NAK.SAN.VE TİC.LTD.ŞTİ,38.523348,30.220474,Opet
TOSYALI AKAR.OTOM.İNŞ.TURZ.GID VE İH.MAD.SAN. VE TİC.LTD.ŞTİ,41.011748,34.045662,Opet
MAY PET.ENERJ.İNŞ.SAN.VE TİC. A.Ş.,40.88611,29.28636,Opet
AKSU KİMYA PETROL İNŞAAT GIDA SANAYİ VE TİCARET LİMİTED ŞİRK,41.006504,28.667564,Opet
YONCA AKARYAKIT NAK.İNŞ.TAR.HA SAN.VE TİC. LTD. ŞTİ.,37.342686,36.072784,Opet
AKYOL AKAR.SAN. VE TİC.LTD.ŞTİ,40.908083,33.632867,Opet
ONGU ENERJİ İNŞAAT TEKSTİL HAYVANCILIK GIDA AKARYAKIT,37.60294,36.81248,Opet
CBA PET.ÜRÜN.İNŞ.NAKL.GID.HAY. İHR.TUR.SAN.VE TİC.LTD.ŞTİ.,40.737226,31.657155,Opet
KEREM KOLÇAK AKARYAKIT PETROL ÜRÜNLERİ SANAYİ VE TİCARET,37.86442,32.50112,Opet
AVCAN GIDA  VE PET.ÜRNL.PAZ. TİC.SAN.LTD.ŞTİ.,37.864969,32.525275,Opet
ATILIM GSM İLETHİZTUROTO..MAD. GI.TEK.İN.MOB.TEM.TA.VE HAY.Tİ,40.191307,29.121461,Opet
İNCA PETROL ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,37.613736,29.143963,Opet
CEYLAN PET.OTO.GID.TEKS.SER. HİZM.İNŞ.TUR.LTD.ŞTİ,39.951465999999996,32.823897,Opet
PÜSAN PETROL ÜR.OTOM.TUR.TİC.A,39.958423,32.97286,Opet
UZ PET PETROL ÜRÜNLERİ PAZ. SAN. VE TİC. LTD. ŞTİ.,41.084139,28.784456,Opet
ENÇ EMLAK MÜŞ. İNŞ. PET.ENERJ. OTO. İTH. VE İHR. SAN. TİC. LT,37.917404,40.183975,Opet
YURTSEVER PETROL ÜRÜN. DİN.TES SAN.VE TİC. LTD. ŞTİ.,37.18423,33.19457,Opet
İMKAR AKARYAKIT SAN. VE TİC. A,41.151068,28.787777,Opet
ÖZ SOYSALLAR AKARYAKIT GIDA NA İNŞ. TEKS. SAN. VE TİC. LTD. Ş,38.425325,38.361922,Opet
ERDEM ANTALYA PETROL (HURMA) Ü TİCARET ANONİM ŞİRKETİ,36.856504,30.606049,Opet
OKTAY AKARYAKIT ÜRÜNLERİ SAN.,37.775385,30.511157,Opet
OPET MARKET VE AKARYAKIT İSTAS İŞLETMECİLİĞİ A.Ş,40.98778,29.1438,Opet
RENK PETROL TURİZM ANONİM ŞİRKETİ,41.02913,28.806471,Opet
RENK PETROL TURİZM ANONİM ŞİRKETİ,41.0192,28.63084,Opet
RENK PETROL TURİZM ANONİM ŞİRKETİ,40.989821,28.668528,Opet
BELEN PET.NAKL.TİC.LTD.ŞTİ.,41.27284,31.48793,Opet
DÖRTEL AKAR.VE TARIM.ÜRÜN.TİC. A.Ş.,39.73908,30.628593,Opet
A.KORKMAZ DIŞ TİCARET LİMİTED ŞİRKETİ,36.274277,36.189293,Opet
BAĞIRKANLAR PETROL TURİZM NAKL OTO.TEKSTİL SAN.VE TİC.LTD.ŞTİ,38.05577,30.139991,Opet
ADAVİS LOJİSTİK PETROL MÜH. SA VE TİC. LTD. ŞTİ.,36.64182,32.86636,Opet
İMES PET.OTOM.İNŞ.TUR.SAN.VE TİC.LTD.ŞTİ.,41.00798,29.19299,Opet
O-P GRUP ENERJİ MAD.VE İNŞ. A.Ş.,40.91224,29.19158,Opet
KARDELEN OTOMOTİV İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRK,37.93275,40.19398,Opet
EREN KARDEŞLER PETR.TURZ.İNŞ.N TAŞ.HAFR.GID.SAN. VE TİC.LTD.Ş,40.698627,37.404982,Opet
BOZKUŞLAR PET.ÜRÜN.OTO.NAK.TUR GIDA BAS.YAY.HAY.MAD.SAN.TİC.L,38.722216,37.280353,Opet
SÖĞÜT İNŞ. TAAH. PETR. MADENC. NAK. İÇ VE DIŞ TİC. A.Ş.,39.906389,32.885278,Opet
KERVAN AKAR. VE AKARY. ÜR. UN UNLU MAM.GID.SAN.TİC.LTD.ŞTİ.,38.02261,36.506685,Opet
OPET MARKET VE AKARYAKIT İSTAS İŞLETMECİLİĞİ ANONİM ŞİRKETİ,40.76244,30.3929,Opet
IMC YAPI SANAYİ TİCARET LİMİTED ŞİRKETİ,38.74886,41.50663,Opet
ÖZET MÜHENDİSLİK ELEKTRİK İNŞA TAAHHÜT SANAYİ VE TİCARET LİMİ,40.90174,29.2469,Opet
ÖZCANLAR ÖZ PETROL SAN. VE TİC.LTD.ŞTİ,41.8075,35.18549,Opet
HESAPÇIOĞLU(KUNDU) OTO.PET.TUR TAŞ.İNŞ.TAR.HAY.TİC.SAN.VE PAZ,36.866637,30.820702,Opet
ADEM KÖKSAL OĞULLARI KOLL.ŞTİ,40.982803,37.888129,Opet
A.KORKMAZ DIŞ TİCARET LTD.ŞTİ.,36.558518,36.10112,Opet
SİTE AKARYAKIT PETROL GAZ ÜRET SANAYİ VE TİCARET ANONİM ŞİRKE,39.95327,32.90724,Opet
ERKAYALAR ENERJİ PETROL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,39.86426,32.8187,Opet
İMES PETROL OTO. İNŞ. TUR. SAN. VE TİC. LTD. ŞTİ.,41.00161,29.16424,Opet
CEM PETROL OTOMOTİV VE TURİZM TİCARET A.Ş,41.12571,37.28996,Opet
EFE OTOMOTİV AKARYAKIT SANAYİ VE TİCARET LİMİTED ŞİRK,40.79144,29.98054,Opet
ŞAH TARIM İNŞAAT TUR. SEY. YAT SAN. VE TİC. LTD. ŞTİ.,37.849955,27.94426,Opet
FİLİZ ÇELİK MAMÜLLERİ İNŞ AKAR TURİZM SAN. TİC. A.Ş.,40.57618,33.61721,Opet
FERAMUZ KOÇ(2) KOÇ PETROL,40.867766,35.458051,Opet
YKD ENERJİ TİCARET ANONİM ŞİRK,40.91936,38.32469,Opet
PORT ENERJİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,40.926633,29.315666,Opet
ACAMAR AKARYAKIT İNŞAAT SANAYİ ANONİM ŞİRKETİ,39.74841,27.99904,Opet
ÜNLÜLER PETROL İNŞAAT KERESTE NAKLİYAT TİCARET,41.397861,33.785907,Opet
YASİN TOPÇUOĞLU YASİN TOPÇUOĞLU İNŞAAT PETROL,38.027096,36.48535,Opet
TUNÇ PETROL TUR. İNŞ. TİC. VE ANONİM ŞİRKETİ,40.98164,28.890839,Opet
TUĞRA MAKİNA JEO. MAD. PET. TU İNŞ. MÜH.VE MÜŞ. SAN.TİC. LTD.,40.011663,32.795172,Opet
USER PETROL İNŞAAT TUR. İTH. İHR. SAN. TİC. LTD. ŞTİ.,40.83725,29.29608,Opet
CEMALETTİN HÜSNÜ DOĞAN DEDE PETROL,38.954063,40.034173,Opet
HESAPÇIOĞLU OTOMOTİV PETROL TURİZM TAŞIMACILIK İNŞAAT TARI,36.876726,30.818958,Opet
HESAPÇIOĞLU (ASPENDOS) OTO.PET TAŞ.İNŞ. TAR.HAY.TİC.SAN.VE PA,36.894948,30.758099,Opet
LARA BETON İNŞAAT SANAYİ VE TİCARET A.Ş,37.083085,37.327015,Opet
LARA BETON İNŞ.SAN.VE TİC. A.Ş,37.030839,37.357649,Opet
KAMPET PETROL ÜRÜNLERİ DAĞITIM PAZARLAMA VE TİCARET A.Ş.,41.065712,28.98752,Opet
RAHİM YILDIRIM PETROL ANONİM ŞİRKETİ,38.720427,39.872678,Opet
FİMAR PETROL A.Ş,40.571803,34.991445,Opet
GEZEM PETROL İNŞAAT NAKLİYE  SANAYİ VE TİCARET LİMİTED ŞİR,40.6063,35.81238,Opet
KENDİROĞLU PETROL ÜRÜNLERİ TİC LTD.ŞTİ.,36.787763,31.443436,Opet
Y-EREN PETROL VE PETROL ÜR.TAŞ OTO. GIDA TUR.İNŞ.TA.SAN.VE Tİ,38.182153,27.47678,Opet
HES PETROL İNŞAAT GAYRİMENKUL TİCARET A.Ş,39.94604,32.71737,Opet
ALSEVİN PET.ÜR.DAY.TÜK.MAL.TUR MAK.OTO.SAN.İTH.İHR.TİC.LTD.ŞT,37.0362,35.27327,Opet
KALTUN MADENCİLİK SANAYİ NAKLİ VE AKARYAKIT TİCARET A.Ş.,37.645458,28.029937,Opet
ATL PETROL ÜRÜNLERİ A.Ş.,40.720125,30.367768,Opet
MAG PETROLCÜLÜK VE İSTASYON İŞLETMECİLİĞİ A.Ş.,40.282322,28.994034,Opet
MAG PETROLCÜLÜK VE İSTASYON İŞLETMECİLİĞİ A.Ş.,40.282425,28.996603,Opet
AYDOĞDU PET. TURZ. İNŞ. TAAH. VE SAN. LTD. ŞTİ.,36.84199,34.58869,Opet
TEMPET AKARYAKIT NAKLİYAT İNŞAAT SANAYİ VE TİCARET,40.5094,30.19972,Opet
KARMA PETROL İNŞ TUR OTO SAĞ. TAŞ. VE HAF. TİC LTD. ŞTİ.,37.029359,35.294168,Opet
İMES PET.OTOM.İNŞ.TUR.SAN.VE TİC.LTD.ŞTİ.,40.95666,29.21405,Opet
ARTU PETROL DEMİR ÇELİK NAK. SAN. VE TİC. LTD. ŞTİ.,36.778293,36.214721,Opet
SAYDAM AKARYAKIT SANAYİ VE TİCARET ANONİM ŞİRKETİ,40.94574,29.12723,Opet
ULTRA LİFE YAPI İNŞAAT ANONİM ŞİRKETİ,39.656456,35.833022,Opet
SARILAR ZİRAAT SEYA.OTOM.PET.T NAK.İNŞ.VE.İNŞ.MLZ.SAN.VETİC.L,36.48887,34.179526,Opet
CENGİZ GÖL,36.978383,35.323442,Opet
TANKAR ENERJİ PETROL OTOMOTİV GIDATAŞ. VE SAN. TİC.LTD.ŞTİ.,38.401939,27.124555,Opet
CANKAR AKAR. MÜH. MİM. MÜTEAH. VE İNŞ. MAL. MARKET NAK. HARİT,38.35148,28.52273,Opet
CANKAR AKAR. MÜH. MİM. MÜTEAH. VE İNŞ. MAL. MARKET NAK. HARİT,38.495556,27.734167,Opet
ENİS OKUMUŞ AKARYAKIT TİCARET LİMİTED ŞİRKETİ,41.01637,29.14606,Opet
MNK ÖZGÖBEK METROPOL TURİZM İNŞ.GIDA PETROL OTO.SAN.VE TİC,38.672778,29.424167,Opet
GÜNGÖR KARDEŞLER PETROL TURİZM İNŞAAT NAKLİYAT GIDA SANAYİ VE,40.93816,38.19719,Opet
ŞAHALİ İNCE(HABİBLER)PET.GID.T TUR.TAŞ.OTOM.EMLAK SAN.TİC.LTD,36.949726,30.728952,Opet
SİDAŞ EMLAK OTO.NAK.İNŞ.TAAH.P TUR.REK.ORG.TEKS.DAY.TÜK.MAL.T,39.765294,37.054967,Opet
ULUSOY PETROL ÜRÜNLERİ TİC. A.Ş,41.300063,36.330922,Opet
PARS ALİ AKARYAKIT OTO.TUR.İNŞ ENERJİ GIDA HAYV.TİC.SAN.TİC.L,39.880601,37.718971,Opet
YENİ TRUVA TURZ.PETROL VE PETR ÜRÜN.NAKL.GIDA İNŞ.SAN.TİC.LTD,40.181407,26.355172,Opet
ELİTE PETROL İNŞAAT TAAHHÜT NAKLİYE TİC. VE SAN. LTD. ŞTİ.,38.99043,29.39984,Opet
BAŞARANSERA TARIM VE HAYVANCIL NAKLİYE İNŞAAT TAAHHÜT İTHALAT,40.16711,31.92327,Opet
OPET MARKET VE AKARYAKIT İSTAS İŞLETMECİLİĞİ ANONİM ŞİRKETİ,41.099688,28.766649,Opet
ERKAYALAR AKAR. İNŞ. SAN. VE TİCARET LİMİTED ŞİRKETİ,39.982373,32.569184,Opet
ABC GRUP OTELCİLİK YATÇILIK PE SANAYİ VE TİCARET LİMİTED ŞİRK,38.356,27.133967,Opet
HAMZAOĞLU PETROL ÜRÜNLERİ SANAYİ VE TİCARET LİMİTED ŞİRK,38.738598,41.54228,Opet
COB PETROL İNŞAAT TURİZM SAN. VE TİC. LTD. ŞTİ.,41.016333,28.626032,Opet
AKÇELİK AKARYAKIT MAD.TUR.YAPI İNŞ.TAAH. TİC VE SAN.LTD.ŞTİ,40.469167,40.978889,Opet
ERTEKİN PETROL ÜRÜN. TAŞ. İNŞ. TUR. LTD ŞTİ,41.292173,36.287339,Opet
MİRAP ULUSLARARASI NAKLİYAT TU OTO.AKARYAKIT SAN.VE TİC.A.Ş.,40.03686,27.07539,Opet
YÜZÜNCÜYIL GRUP PET.OTO.LOJ. SAN.VE.TİC.LTD.ŞTİ,39.8953,32.79679,Opet
KÖK PETROL SANAYİ VE TİCARET LTD. ŞTİ.,41.058852,28.831137,Opet
YILDIRIM KOÇ İNŞAAT GAYRİMENKU DANIŞMANLIĞI TİCARET VE,38.326297,34.009026,Opet
SERİNYIL PETROL NAKLİYE TURİZM PLASTİK SAN. ve TİC. LTD. ŞTİ.,38.3966,33.9862,Opet
AYSAN AKARYAKIT ÖZEL EĞ.HİZM.İ TURZ. GID. SAN. VE TİC. LTD. Ş,36.636788,29.371604,Opet
BERNU PETROL İNŞAAT TURİZM SAN. VE TİC. A.Ş.,41.679312,26.57689,Opet
ATL PETROL ÜRÜNLERİ ANONİM ŞİRKETİ,40.717154,30.131032,Opet
ANTTECH BİLİŞİM VE AKARYAKIT ANONİM ŞİRKETİ,36.559302,30.552919,Opet
ABAT ENERJİ PETROL ANONİM ŞİRK,41.081715,28.89624,Opet
DEMPET PETROL ÜRÜNLERİ İNŞ.TUR A.Ş.,40.98859,27.600064,Opet
LVN AKARYAKIT İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,39.836832,32.709507,Opet
MEHMET ŞAHİNOĞULLARI İNŞ. TEM. TUR. SAN. VE TİC. LTD. ŞTİ.,38.63633,34.70985,Opet
MAVİ BEYAZ AKARYAKIT İNŞ. PET. PAZARL. SAN. VE TİC. A.Ş.,36.862639,28.2725,Opet
HESAPÇIOĞLU(TOPALLI)OTO.PET.TU İNŞ.TAR.HAY.TİC.SAN.VE PAZ.ANO,37.025155,30.799044,Opet
SEFA MÜH. DAY. TÜK. GIDA İNŞ N VE PET. ÜR. SAN. VE TİC. LTD Ş,40.613675,36.792865,Opet
ER-BEY METAL TURİZM GIDA VE İNŞAAT PAZARLAMA SANAYİ,39.934034,32.83394,Opet
ALTERNATİF PETROL ÜRÜNLERİ PAZ VE MAKİNA İMA. SAN. TİC. LTD.,40.762233,29.956139,Opet
EYPET AKARYAKIT SANAYİ VE TİCARET ANONİM ŞTİ.,39.87053,33.44798,Opet
ACARLAR YATIRIM KİMYEVİ MADDE PETROL İNŞAAT,40.942034,35.658468,Opet
AHL TURİZM İNŞAAT PETROL ÜR. OTO. TEKS. SAĞ. HİZ. TİC. LTD.,41.359031,36.234072,Opet
YUSUF ZİYA ŞAHİN,40.7091,37.6221,Opet
KARSU AKARYAKIT İNŞ. TURZ. TİC VE SAN. A.Ş,40.73744,31.596388,Opet
AK OVA İNŞAAT SANAYİ TİCARET LİMİTED ŞİRKETİ,40.773865,29.74557,Opet
KARSU AKARYAKIT İNŞAAT TURİZM TİCARET VE SANAYİ ANONİM ŞİRKE,40.723713,31.609037999999998,Opet
ARSDEN PETROL ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,40.211017,29.109379,Opet
METEOR ENDÜSTRİ VE ENERJİ ANON,40.63513,29.2755,Opet
ÖZDEMİR 34 İNŞAAT GIDA PETROL AKARYAKIT ELEKTRONİK ENERJİ TA,39.829665,32.744263,Opet
ÖZÇELİKKAYALAR ALIŞVERİŞ MERKEZLERİ PETROL TARIM VE GID,37.8214,32.5175,Opet
İNTERLAND AÇIKHAVA REKLAMCILIK SANAYİ TİCARET LİMİTED ŞİRKETİ,41.00986,29.012238,Opet
BÜYÜKGEBİZLER PETROL ÜRÜN.TURZ İNŞ.VE SAN.TİC. A.Ş.,36.662693,30.548918,Opet
HIZLI PETROLCÜLÜK A.Ş.,41.032638,28.83409,Opet
ÇALLI PETROL VE PETROL ÜRN. İN GIDA TUR MAD NAK SAN VE TİC LT,37.570883,43.740984,Opet
OVA YAKIT ENERJİ NAKLİYE İNŞ.G OTO.MAD.TİC.SAN.LTD.ŞTİ,38.853152,40.543021,Opet
ELBİSTAN ENSAR PETROL ÜRÜNLERİ OTO.MAHR.SAN.TİC.LTD.ŞTİ.,38.206757,37.222821,Opet
YÜNTAŞ AKARYAKIT GIDA İÇECEK TUR. MER. ELEK. NAK. SAN. TİC.,38.746152,30.568359,Opet
ASGÜN PETROL LİMİTED ŞİRKETİ,39.641128,27.897476,Opet
RUMELİ AKARYAKIT SANAYİ  TİCARET LİMİTED ŞİRKETİ,41.057416,28.941504,Opet
RECAYİP UYGUR ÜÇ KARDEŞLER AKA TAAH. İNŞ SAN. VE TİC. LTD. ŞT,37.053982,35.170136,Opet
ENGGRUP PETROL ÜRÜNLERİ SANAYİ LİMİTED ŞİRKETİ,40.717938,29.76674,Opet
CANDAŞ AKARYAKIT ULAŞ. İNŞ. TU GIDA SAN. VE TİC. LTD. ŞTİ.,39.44392,31.56828,Opet
ERYİĞİT ENERJİ SANAYİ VE TİCAR LİMİTED ŞİRKETİ,40.29301,29.05697,Opet
ÖZ-AY PETROL İNŞAAT SANAYİ MÜHENDİSLİK TURİZM İÇ VE,40.21188,29.23604,Opet
ÖZTÜRKLER BRENT PETROL TAŞ.İNŞ İÇ VE DIŞ TİC. SAN.LMT.ŞTİ.,41.037231,28.84626,Opet
HAVES İNŞ. PETROL OTO.KUY.ULS. NAK.SAN. İÇ VE DIŞ TİC.LTD.ŞTİ,37.24783,42.435669,Opet
DOĞASEV EMLAK İNŞAAT AKAR. OTO TUR. SAN. VE TİC. LTD. ŞTİ,41.253158,31.422863,Opet
ER-ANADOLU PETROL ÜRÜNLERİ OTO NAK. İNŞ. SAN. VE TİC. LTD. ŞT,39.8969,41.2807,Opet
ÖZ YERLİKAYA PETROL BAKLİYAT G SANAYİ TİCARET ANONİM ŞİRKETİ,37.964503,34.68294,Opet
MOBİPA MOBİLYA TEKS.İNŞ.NAK. P ÜRN.SÜPER MARK. VE TUR.SAN.TİC,40.25832,28.95251,Opet
ÖZ ÖZCANLAR PETROL ÜRÜN. OTO. KUY. İNŞ.TUR. TİC. VE SAN. LTD,41.985559,35.095851,Opet
TOKTAYLAR PETROL NAK.GID.İNŞ VE DAY.TÜK.MAL.SAN.TİC.LTD.ŞTİ,38.7382,36.4253,Opet
ESA PETROL ÜRÜN. TUR. İNŞ. NAK. SAN. VE TİC. LTD. ŞTİ.,40.073014,32.942783,Opet
YURTSAN PETROL ÜRÜNLERİ TİCARE VE SANAYİ LİMİTED ŞİRKETİ,37.21822,33.298706,Opet
BOZKANLAR ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,38.45112,27.48497,Opet
AYDIN MARKET SANAYİ VE TİCARET LİMİTED ŞİRKETİ,38.155124,27.36528,Opet
MERVAN OTO.TARIM NAK.PETROL KU TİC. VE SAN.LTD.ŞTİ,37.191941,40.519124,Opet
AKINTÜRK PETROL VE PETROL ÜRÜN NAKL.İNŞ.TURZ.SAN.VE TİC.LTD.Ş,37.90981,28.32739,Opet
OPET MARKET VE AKARYAKIT İSTAS İŞLETMECİLİĞİ ANONİM ŞİRKETİ,41.070027,28.916207,Opet
BALTA OTOMOTİV TAŞ.HAR.PET. ÜR.TUR.SAN. VE TİC. LTD.ŞTİ.,37.735658,38.219373,Opet
ENGİN NASIROĞLU,37.96145,41.14559,Opet
RECEP ÖRNEK AKARYAKIT VE PETRO ÜRÜN. TİCARET LİMİTED ŞİRKETİ,40.94388,38.26851,Opet
ENKA YATIRIM HİZMETLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,36.858636,30.775763,Opet
DENBAY PETROL VE MADENCİLİK  LİMİTED ŞİRKETİ,37.345678,38.533972,Opet
YEŞİLYURT MÜHENDİSLİK MÜS.İNŞ. TUR.PET.SAN. VE TİC.LTD.ŞTİ,37.525465,34.069856,Opet
GÜRE AKARYAKIT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,38.426338,27.2431,Opet
İ.S. ERTÜRK PET(SARIGÖL)TAR ÜR NAK T TEK ÜR KAN İŞL MOT ARA S,38.244152,28.67106,Opet
İ.S. ERTÜRK PET(DELEMENLER) T. NAK T TEK ÜR KAN İŞL MOT ARA S,38.274739,28.619969,Opet
NAKKAŞ PETROL İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,40.91639,29.14694,Opet
